,(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters,scores,anomaly,warning
3740,100,0,0,24.51,1,1,0.01,0,0.233762262,0,No issues detected
3741,100,0,3.47,150,1,1,1,3,0.161962663,0,No issues detected
3742,100,0,55.37,56.2,1,1,100,0,0.04041573,0,No issues detected
3743,100,0,5.61,11,0.99,1,0,0,0.232833028,0,No issues detected
3744,100,0,7.21,30,0.91,1,0,0,0.228961871,0,No issues detected
3745,100,0,4.02,12.83,1,1,0,0,0.236189571,0,No issues detected
3746,100,0,0.15,13.6,1.42,1.25,0,0,0.226467168,0,No issues detected
3747,100,79,1.71,1.71,1,1,0,0,0.117564321,0,No issues detected
3748,87.5,319,6.04,51.89,1.14,1,0,0,-0.068155263,1,No issues detected
3749,87.5,319,5.92,69.35,1.11,0.71,0,0,-0.077517204,1,No issues detected
3750,100,1,6.81,7.59,1.27,1.89,0,0,0.218782372,0,No issues detected
3751,100,0,10,30,1,1,0,0,0.226707639,0,No issues detected
3752,233.33,5,1.43,1.38,-1.53,-0.68,2,0,0.038707333,0,No issues detected
3753,100,0,10,10,0.67,1,0,0,0.226475419,0,No issues detected
3754,100,0,5.08,37.39,0.97,1,0,0,0.232461829,0,No issues detected
3755,100,0,8.22,39.18,1,1,0,0,0.230016544,0,No issues detected
3756,100,0,0,47.65,1.06,0.76,0,0,0.225697209,0,No issues detected
3757,100,0,8,10,0.63,1,0,0,0.229683793,0,No issues detected
3758,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
3759,100,0,10,10,0.63,1,0,0,0.22609795,0,No issues detected
3760,100,0,6,83.07,1.15,0.85,0,0,0.210265377,0,No issues detected
3761,100,0,4.19,38.59,1,1,0,0,0.231161206,0,No issues detected
3762,100,0,4.99,32.43,1,1,0,0,0.233991038,0,No issues detected
3763,100,0,1.55,77.06,0.83,1.07,0,0,0.212491854,0,No issues detected
3764,100,0,42.5,25,1,1,0,0,0.162491078,0,No issues detected
3765,100,0,4.52,1,1,1,0,0,0.235306684,0,No issues detected
3766,100,0,5.6,77.06,1.02,1.21,0,0,0.213427367,0,No issues detected
3767,100,0,16.67,25,1.15,1,0,0,0.212347299,0,No issues detected
3768,100,0,8.87,29.19,1.04,1.03,0,0,0.229149783,0,No issues detected
3769,100,0,9.69,42,1.07,1.06,0,0,0.227466535,0,No issues detected
3770,100,0,4.75,41.38,1.03,1.03,0,0,0.233265311,0,No issues detected
3771,100,0,4.19,1,1,1,0,0,0.235306684,0,No issues detected
3772,100,7,5.97,39.04,1.05,2.4,0,0,0.199831592,0,No issues detected
3773,100,6,5.45,39.71,1.05,1,0,0,0.225131529,0,No issues detected
3774,100,2,3.24,24.45,1.09,1,0,0,0.227990213,0,No issues detected
3775,100,0,6.22,1,1,1,0,0,0.234171903,0,No issues detected
3776,100,0,0.56,10.67,0.89,1,0,0,0.231173325,0,No issues detected
3777,60,6,0.67,0.74,-0.88,-1.13,6,0,0.001447539,0,No issues detected
3778,100,0,6.13,0.54,8,6.5,0,0,0.067455889,0,No issues detected
3779,100,0,7.35,0.54,6.67,6.5,0,0,0.089914978,0,No issues detected
3780,100,0,0.2,79.23,1.12,1.71,0,0,0.209316465,0,No issues detected
3781,100,0,0.64,109.25,1.01,0.91,0,0,0.195110661,0,No issues detected
3782,100,0,0.25,141.75,1.1,1.4,0,3,0.17005245,0,No issues detected
3783,100,2,5.34,40.11,1.04,1,0,0,0.225276958,0,No issues detected
3784,100,0,58.33,25,0.92,1,0,0,0.146310269,0,No issues detected
3785,100,2,3.48,17.55,1.03,1,0,0,0.227492549,0,No issues detected
3786,100,0,1.67,10.67,0.83,1,0,0,0.23380862,0,No issues detected
3787,100,0,1.67,10.67,0.83,1,0,0,0.23380862,0,No issues detected
3788,100,0,1.93,7,1,1,0,0,0.235275325,0,No issues detected
3789,100,0,2.21,7,0.95,1,0,0,0.234141648,0,No issues detected
3790,100,0,0.01,1,1.01,1,0,0,0.233772734,0,No issues detected
3791,100,0,0.01,1,0.94,1,0,0,0.234269658,0,No issues detected
3792,100,0,4,1,1,1,0,0,0.235306684,0,No issues detected
3793,100,0,4.19,1,1,1,0,0,0.235306684,0,No issues detected
3794,100,0,1.38,4,0.93,1,0,0,0.232619201,0,No issues detected
3795,100,0,5.9,0.62,21,6.5,0,0,0.026104095,0,No issues detected
3796,100,0,4.55,1.29,1.57,2.33,0,0,0.213783604,0,No issues detected
3797,100,0,0.56,41.81,1.03,6.67,0,0,0.161861395,0,No issues detected
3798,100,5,5.97,39.8,1.06,1,0,0,0.227716861,0,No issues detected
3799,100,5,5.26,38.14,1.04,1,0,0,0.228597536,0,No issues detected
3800,100,0,0.7,10.67,1.11,1,0,0,0.232572276,0,No issues detected
3801,79.59,78,0,0.79,77.56,-0.17,78,0,-0.216758689,1,No issues detected
3802,100,0,4.4,1.14,2,2.33,0,0,0.203597654,0,No issues detected
3803,100,0,6.85,0.31,6.67,6.5,0,0,0.090756198,0,No issues detected
3804,100,0,0.22,46.48,1.03,0.48,0,0,0.22121552,0,No issues detected
3805,100,0,1.29,97.8,0.98,0.25,0,0,0.194167899,0,No issues detected
3806,100,0,0.88,110.93,1.01,25.86,0,3,0.009890455,0,No issues detected
3807,100,2,4.15,22.68,1.06,1,0,0,0.228061041,0,No issues detected
3808,100,2,4.35,21.33,1.1,1.2,0,0,0.22632061,0,No issues detected
3809,94.98,0,1.1,4,0.94,1,0,0,0.208471618,0,No issues detected
3810,100,0,4.2,1,1,1,0,0,0.235306684,0,No issues detected
3811,100,0,2.11,7,0.98,1,0,0,0.234841685,0,No issues detected
3812,100,0,1,1,0.99,1,0,0,0.235544643,0,No issues detected
3813,100,0,41.29,16.66,0.35,1.07,3,0,0.154794172,0,No issues detected
3814,100,0,4.43,1,1,1,0,0,0.235306684,0,No issues detected
3815,100,7,5.53,39.71,1.02,1,0,0,0.222055096,0,No issues detected
3816,100,7,5.56,37.54,1.08,2.44,0,0,0.197343022,0,No issues detected
3817,100,0,0.67,181,1.03,0.06,0,3,0.138271518,0,No issues detected
3818,100,0,1.14,10.95,1,2.05,0,0,0.223730886,0,No issues detected
3819,100,0,0.3,78.25,0.77,0.33,1,0,0.195357945,0,No issues detected
3820,100,0,2.25,3,1,1,0,0,0.233852311,0,No issues detected
3821,100,0,0.01,1,1.06,1,0,0,0.236469156,0,No issues detected
3822,100,0,2.11,7,0.98,1,0,0,0.234841685,0,No issues detected
3823,100,0,2.11,7,0.98,1,0,0,0.234841685,0,No issues detected
3824,100,1,15.88,18.92,0.67,0.58,1,0,0.209498957,0,No issues detected
3825,100,0,1.13,10.67,1.14,1,0,0,0.23350431,0,No issues detected
3826,100,0,1.13,10.67,1.14,1,0,0,0.23350431,0,No issues detected
3827,100,0,2.3,13.85,1.05,1,0,0,0.235812794,0,No issues detected
3828,100,0,0.7,10.67,1.11,1,0,0,0.232572276,0,No issues detected
3829,96.43,0,0.32,115,1.03,0.2,0,3,0.170315994,0,No issues detected
3830,100,0,0.33,45.41,0.98,1.6,0,0,0.224117898,0,No issues detected
3831,96.43,0,0.45,75.5,1.04,0.12,0,0,0.182551229,0,No issues detected
3832,100,0,0.01,1,1.03,1,0,0,0.233772734,0,No issues detected
3833,100,0,41.29,16.66,0.35,1.07,3,0,0.154794172,0,No issues detected
3834,100,0,0.01,1,1.01,1,0,0,0.233772734,0,No issues detected
3835,100,0,0,0,0.61,1,0,0,0.233974387,0,No issues detected
3836,100,0,0.01,1,1,1,0,0,0.234998342,0,No issues detected
3837,100,0,0.01,1,0.95,1,0,0,0.234269658,0,No issues detected
3838,82.09,56,0.5,2.13,-2.3,-0.98,55,0,-0.086046111,1,No issues detected
3839,100,0,0.3,93.75,1.02,0.1,0,0,0.187120543,0,No issues detected
3840,100,0,2.11,3,1,1,0,0,0.233509785,0,No issues detected
3841,100,0,4.21,45,1.36,1,0,0,0.225907065,0,No issues detected
3842,100,0,1.36,11.43,1.06,1,0,0,0.234351043,0,No issues detected
3843,100,10,1.25,4,0.96,1,0,0,0.219714246,0,No issues detected
3844,100,0,0,0,0.89,0.5,0,0,0.22573583,0,No issues detected
3845,79.07,36,12.13,40,0.92,1,115,0,-0.062541265,1,No issues detected
3846,100,2,5.21,32.43,1.04,1,0,0,0.227406962,0,No issues detected
3847,100,2,3.99,6.25,0.99,1,0,0,0.229808818,0,No issues detected
3848,100,2,3.9,45.31,1.08,1,0,0,0.222653094,0,No issues detected
3849,100,0,1,1,0.99,1,0,0,0.235544643,0,No issues detected
3850,100,0,0,1,1.06,1,0,0,0.236469156,0,No issues detected
3851,100,0,0,0,0.88,1,0,0,0.234269658,0,No issues detected
3852,100,0,0,0,0.91,-1.5,0,0,0.18259961,0,No issues detected
3853,100,0,1.42,13.13,1.03,1,0,0,0.235273704,0,No issues detected
3854,100,11,0.95,10,1,2,0,0,0.203618602,0,No issues detected
3855,62.5,22,0.67,2.26,-3.09,0.85,37,0,-0.073465868,1,No issues detected
3856,99.47,98,127.97,29.31,0.63,0.67,0,0,-0.059801728,1,No issues detected
3857,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
3858,100,0,0.33,1,1,1,0,0,0.234998342,0,No issues detected
3859,100,0,0.33,1,1,1,0,0,0.234998342,0,No issues detected
3860,100,0,7.33,10,1.2,1,0,0,0.230690949,0,No issues detected
3861,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
3862,100,0,3.23,1,1,1,0,0,0.234490532,0,No issues detected
3863,100,0,1.92,1,1.02,1,0,0,0.235345976,0,No issues detected
3864,100,0,2.65,8,1,1,0,0,0.234386691,0,No issues detected
3865,100,0,1.76,1,0.98,1,0,0,0.234182908,0,No issues detected
3866,100,0,5.56,9,1,1,0,0,0.233315594,0,No issues detected
3867,85.71,9,0.61,1.3,-0.65,-0.77,9,0,0.086001592,0,No issues detected
3868,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
3869,1125,6,0.9,1.34,-1.35,-0.13,44,0,-0.03297651,1,No issues detected
3870,100,0,0.13,2.04,1,1,0,0,0.234707782,0,No issues detected
3871,100,0,0.26,0.51,1,1,0,0,0.236469156,0,No issues detected
3872,100,0,1,1,1.01,1,0,0,0.235544643,0,No issues detected
3873,100,0,0.01,1,1.06,1,0,0,0.236469156,0,No issues detected
3874,100,0,0,0,1.09,1,0,0,0.236469156,0,No issues detected
3875,25.26,4,0.66,0.65,-1.09,-1.12,92,0,-0.166016593,1,No issues detected
3876,100,0,0.12,1,1,1,0,0,0.234998342,0,No issues detected
3877,100,0,0.34,1.27,1.01,2,0,0,0.224665434,0,No issues detected
3878,100,0,0.63,7.88,0.99,2,0,0,0.224354979,0,No issues detected
3879,100,0,0.12,1,1,1,0,0,0.234998342,0,No issues detected
3880,100,0,0.12,1,1,1,0,0,0.234998342,0,No issues detected
3881,100,0,1.85,56,1,1,6,0,0.22363696,0,No issues detected
3882,100,0,2.64,0.26,0.96,25.27,0,0,0.02862664,0,No issues detected
3883,100,0,1.9,1,1.02,1,0,0,0.235345976,0,No issues detected
3884,100,1,15.79,116.31,1.34,13,0,3,0.037868992,0,No issues detected
3885,75,1,16.61,216,1.17,-1.17,0,3,-0.002533637,1,No issues detected
3886,100,4,16.79,306.13,1.22,-8,0,3,-0.010265732,1,No issues detected
3887,100,0,0.12,1,1,1,0,0,0.234998342,0,No issues detected
3888,100,0,0.23,1.29,1.06,8.5,0,0,0.138550674,0,No issues detected
3889,133.33,7,2.33,1.62,-0.71,-0.19,3,0,0.093248572,0,No issues detected
3890,100,0,2.51,289.33,1.28,1,0,3,0.095497198,0,No issues detected
3891,80,4,0.66,0.65,-1.09,-1.12,12,0,0.052401292,0,No issues detected
3892,100,0,42.27,40.5,-0.5,-0.13,1,0,0.120233185,0,No issues detected
3893,133.33,7,2.33,1.62,-0.71,-0.19,3,0,0.093248572,0,No issues detected
3894,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
3895,100,2,1,1,-1.12,-0.86,5,0,0.152932143,0,No issues detected
3896,66.67,5,0.32,0.66,559,-3.2,3,0,-0.169502991,1,No issues detected
3897,30,35,6.64,0.95,1.03,-0.11,20,0,-0.144654162,1,No issues detected
3898,100,1,17.85,265.5,1.21,-1.25,0,3,0.055317225,0,No issues detected
3899,100,5,2.74,23.9,1.09,0.63,0,0,0.226306645,0,No issues detected
3900,100,8,0.34,1.17,-1.98,-0.97,8,0,0.130753515,0,No issues detected
3901,50,1,1,1,0.83,-1,1,0,0.015853764,0,No issues detected
3902,100,3,5.35,0,0.95,1.11,0,0,0.222119234,0,No issues detected
3903,50,1,1,1,5,-1,1,0,-0.029833663,1,No issues detected
3904,100,0,2.51,289.33,1.28,1,0,3,0.095497198,0,No issues detected
3905,100,0,0.33,1,1,1,0,0,0.234998342,0,No issues detected
3906,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
3907,100,1,4.98,186,1.14,-1.5,0,3,0.104522248,0,No issues detected
3908,100,0,0.12,1,1,1,0,0,0.234998342,0,No issues detected
3909,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
3910,100,0,5.17,5.17,1,1,0,0,0.235096032,0,No issues detected
3911,100,0,0.77,5.87,1.04,1.25,0,0,0.229262827,0,No issues detected
3912,100,0,4.41,22.65,1.03,1.05,0,0,0.233594593,0,No issues detected
3913,99.06,0,2.79,12.5,1.08,0.8,0,0,0.230097989,0,No issues detected
3914,100,7,0.56,0.75,-1.5,-1.6,8,0,0.116095543,0,No issues detected
3915,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
3916,100,0,6.24,24,1.02,1,0,0,0.230981317,0,No issues detected
3917,100,0,6.14,18.57,1,1.4,0,0,0.229539641,0,No issues detected
3918,100,0,7.83,0,1.35,1,7,0,0.224986035,0,No issues detected
3919,100,0,1.53,3.22,0.95,1,0,0,0.231572411,0,No issues detected
3920,100,0,3,4,1,1,2,0,0.233228066,0,No issues detected
3921,100,0,1.13,7.5,1,1,3,0,0.230573025,0,No issues detected
3922,100,2,3.79,27.4,1.13,5,0,0,0.190386299,0,No issues detected
3923,100,2,5.21,0,1.05,1.11,0,0,0.227667808,0,No issues detected
3924,100,0,0.12,1,1,1,0,0,0.234998342,0,No issues detected
3925,100,0,0.12,1,1,1,1,0,0.235618525,0,No issues detected
3926,100,0,1,1.11,1,1,0,0,0.235544643,0,No issues detected
3927,100,0,2.74,35,1.15,0.67,0,0,0.227948296,0,No issues detected
3928,50,1,1,1,0.83,-1,1,0,0.015853764,0,No issues detected
3929,4.62,4,0.85,1.05,-1.04,-1.18,2,0,-0.038823408,1,No issues detected
3930,50,1,1,1,0.83,-1,1,0,0.015853764,0,No issues detected
3931,100,0,4.87,18.19,0.94,0.93,0,0,0.229849761,0,No issues detected
3932,100,0,4.68,26.94,0.96,0.94,0,0,0.234047655,0,No issues detected
3933,100,9,5.59,14.83,1,1,0,0,0.219644181,0,No issues detected
3934,100,0,3.08,6.19,0.94,1,0,0,0.233135277,0,No issues detected
3935,100,0,6.3,24,1.09,1,0,0,0.230981317,0,No issues detected
3936,82.12,31,65.8,572.4,1.32,2.67,27,3,-0.176628794,1,No issues detected
3937,100,0,3,6,1,1,2,0,0.232100406,0,No issues detected
3938,100,0,4.79,22.44,1.03,0.93,0,0,0.232178497,0,No issues detected
3939,100,0,6.19,25.85,1.05,1,0,0,0.230290897,0,No issues detected
3940,133.33,7,2.33,1.62,-0.71,-0.19,3,0,0.093248572,0,No issues detected
3941,100,0,0.46,160,-0.26,1,0,3,0.137045788,0,No issues detected
3942,100,0,9.33,12,1.25,1.25,0,0,0.223931472,0,No issues detected
3943,100,0,1.07,3.35,1,1.01,0,0,0.23400401,0,No issues detected
3944,100,0,6.58,2.9,1.13,1,0,0,0.229851244,0,No issues detected
3945,100,0,4.84,3.84,1,1.03,0,0,0.233672249,0,No issues detected
3946,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
3947,100,0,1.31,1,1,-1,1,0,0.197894922,0,No issues detected
3948,100,0,31.85,8.5,-0.59,-0.5,1,0,0.147259176,0,No issues detected
3949,100,1,6.52,26.44,1.14,2.25,0,0,0.209630888,0,No issues detected
3950,100,6,10,20,1,1,0,0,0.217489612,0,No issues detected
3951,100,1,10.86,20,1,1,0,0,0.224240347,0,No issues detected
3952,100,0,9.93,4,1,1,0,0,0.229716874,0,No issues detected
3953,100,0,10,7.5,1,1,0,0,0.229716874,0,No issues detected
3954,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
3955,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
3956,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
3957,100,0,2.74,35,1.15,0.67,0,0,0.227948296,0,No issues detected
3958,100,0,4.83,20,0.93,0.97,0,0,0.231986221,0,No issues detected
3959,100,0,41.54,33.5,-0.43,-0.13,1,0,0.127114979,0,No issues detected
3960,100,0,52.33,4,-0.43,-1,1,0,0.101275884,0,No issues detected
3961,100,0,0,0,0.92,0.4,0,0,0.224657513,0,No issues detected
3962,100,0,0,0,0.86,0.5,0,0,0.22573583,0,No issues detected
3963,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
3964,100,0,6.13,24,0.93,1,0,0,0.230138887,0,No issues detected
3965,100,9,1,1,-0.38,-1,9,0,0.139827771,0,No issues detected
3966,100,0,1.79,9.21,0.97,0.82,0,0,0.230607805,0,No issues detected
3967,100,0,1.63,8.33,0.96,1,0,0,0.234721313,0,No issues detected
3968,100,0,1.52,31.36,0.92,1,0,0,0.232615438,0,No issues detected
3969,100,23,7.72,8,1.11,1,0,0,0.191313741,0,No issues detected
3970,100,0,1.75,8.33,0.95,0.92,0,0,0.232879956,0,No issues detected
3971,100,0,1.85,6.45,1,0.71,0,0,0.232172362,0,No issues detected
3972,100,5,3.98,0,1.12,1.11,0,0,0.225957731,0,No issues detected
3973,100,1,6.35,28.5,1.22,1.33,0,0,0.223827824,0,No issues detected
3974,100,7,4.57,13.5,1.31,0.63,0,0,0.2189089,0,No issues detected
3975,100,0,10,4,1,1,0,0,0.229716874,0,No issues detected
3976,100,0,3.87,6.85,1,1,0,0,0.234757588,0,No issues detected
3977,100,0,7.75,8.35,1,1,0,0,0.232701229,0,No issues detected
3978,100,0,29.75,15.87,0.73,0.81,0,0,0.188040362,0,No issues detected
3979,100,0,51.46,60.03,1,0.71,0,0,0.139167764,0,No issues detected
3980,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
3981,100,0,7.77,8,1.06,1,0,0,0.232456147,0,No issues detected
3982,100,0,1.07,6,1,1,2,0,0.232231917,0,No issues detected
3983,100,1,2,1,1,1,1,0,0.232762349,0,No issues detected
3984,100,3,5.52,0,1.19,1.11,0,0,0.223940871,0,No issues detected
3985,100,0,3,5,1,1,1,0,0.23391895,0,No issues detected
3986,100,1,3,1,1,1,1,0,0.232257215,0,No issues detected
3987,100,1,2,1,1,1,1,0,0.232762349,0,No issues detected
3988,100,0,1,1.11,1,1,0,0,0.235544643,0,No issues detected
3989,100,0,6.09,24,1.1,1,0,0,0.231521719,0,No issues detected
3990,100,1,2,2,1,1,1,0,0.232469686,0,No issues detected
3991,99.12,0,27.85,1,1,1,0,0,0.193057182,0,No issues detected
3992,97.95,3,36.23,5,1.03,1,0,0,0.166233841,0,No issues detected
3993,100,0,6.69,2.33,1,0.95,0,0,0.232845186,0,No issues detected
3994,100,0,6.17,23.92,1.14,1.09,0,0,0.228447919,0,No issues detected
3995,100,0,9,0,1.43,1,7,0,0.222309848,0,No issues detected
3996,100,0,0,0,0.88,0.75,0,0,0.232276058,0,No issues detected
3997,100,0,0,0,0.87,0.75,0,0,0.232276058,0,No issues detected
3998,98.47,4,6.61,21.5,1.03,1.43,677,4,-0.073283226,1,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
3999,100,0,100,7.5,1,1,2,0,0.11445741,0,No issues detected
4000,100,0,2.73,11.25,1.04,1,0,0,0.234769025,0,No issues detected
4001,99.43,0,2.76,11.75,1.09,1,0,0,0.231811554,0,No issues detected
4002,100,0,4.39,20.5,1.02,1,0,0,0.233975742,0,No issues detected
4003,100,1,3,1,1,1,1,0,0.232257215,0,No issues detected
4004,100,0,6.75,8,1.55,1,0,0,0.228597169,0,No issues detected
4005,100,0,8.05,72,1.06,5,0,0,0.179317078,0,No issues detected
4006,100,0,9.43,150,1.09,1,0,3,0.169885901,0,No issues detected
4007,100,0,1.19,2.67,1,0.82,0,0,0.231925417,0,No issues detected
4008,100,0,2.5,5,1,0.83,0,0,0.230681574,0,No issues detected
4009,100,0,8.69,8,0.9,0.6,0,0,0.226301736,0,No issues detected
4010,100,0,0,2,1,1,2,0,0.231884237,0,No issues detected
4011,100,0,9,12,1.36,1.67,0,0,0.220914364,0,No issues detected
4012,100,1,0.02,6,0.95,1,0,0,0.231544342,0,No issues detected
4013,100,1,0.02,6,0.91,1,5,0,0.222976938,0,No issues detected
4014,100,1,9.79,20,0.94,1,0,0,0.22709293,0,No issues detected
4015,100,0,6.21,16.4,1,1,0,0,0.231717123,0,No issues detected
4016,100,0,75,30,0.31,1,0,0,0.124512301,0,No issues detected
4017,100,0,75,30,0.31,1,0,0,0.124512301,0,No issues detected
4018,100,0,0,0,0.88,0.27,0,0,0.225834669,0,No issues detected
4019,100,0,0,0,0.89,0.67,0,0,0.231762869,0,No issues detected
4020,100,0,6,3,1,1.02,0,0,0.232683405,0,No issues detected
4021,98.98,0,2.86,12.5,1.02,0.8,0,0,0.231667217,0,No issues detected
4022,99.66,0,2.75,10.57,1.03,1,0,0,0.233310274,0,No issues detected
4023,100,1,9.67,8.33,0.75,0.75,0,0,0.226564966,0,No issues detected
4024,100,0,1.12,0,1.19,1,0,0,0.234701174,0,No issues detected
4025,100,1,1,1,-1,-1,1,0,0.171453692,0,No issues detected
4026,100,1,1,1,-1,-1,1,0,0.171453692,0,No issues detected
4027,100,0,2,9,1,1,1,0,0.234297995,0,No issues detected
4028,100,2,3.16,14,1.01,1,0,0,0.230389131,0,No issues detected
4029,100,0,0.69,200,4.22,1,0,3,0.087415874,0,No issues detected
4030,100,0,0,0,0.89,0.63,0,0,0.23000265,0,No issues detected
4031,100,30,4.06,5.33,1.52,1.25,42,0,0.089859111,0,No issues detected
4032,100,47,3.81,62.22,1.16,1.29,9,0,0.108883743,0,No issues detected
4033,100,0,33.33,30,1,1,0,0,0.187580138,0,No issues detected
4034,100,0,75,30,0.31,1,0,0,0.124512301,0,No issues detected
4035,100,0,0,0,0.97,0.56,0,0,0.229194088,0,No issues detected
4036,100,0,0,0,0.92,0.41,0,0,0.224657513,0,No issues detected
4037,100,0,0,0,0.86,0.54,0,0,0.228190136,0,No issues detected
4038,4.9,2,0.61,0.9,-1.43,-1.29,6,0,-0.047136892,1,No issues detected
4039,100,0,1.67,0.6,1,1,0,0,0.235345976,0,No issues detected
4040,100,0,3,5,1,1,1,0,0.23391895,0,No issues detected
4041,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
4042,100,0,7.34,45,1.01,1,1,0,0.224494595,0,No issues detected
4043,100,0,7.34,45,1.01,1,0,0,0.22624742,0,No issues detected
4044,100,0,6.16,22.33,1.03,1.2,0,0,0.229839403,0,No issues detected
4045,100,0,7.83,0,1.35,1,7,0,0.224986035,0,No issues detected
4046,100,0,39.86,11.63,0.56,1.33,0,0,0.161783594,0,No issues detected
4047,100,0,5.71,1,1,1,7,0,0.225473684,0,No issues detected
4048,100,0,1.74,2.03,1,1,0,0,0.235055743,0,No issues detected
4049,100,0,5.71,1,1,1,100,0,0.091134484,0,No issues detected
4050,100,1,2,2,1,1,1,0,0.232469686,0,No issues detected
4051,100,0,1,1.11,1,1,0,0,0.235544643,0,No issues detected
4052,100,0,3,8,1,1,1,0,0.233530299,0,No issues detected
4053,100,0,3,6,1,1,2,0,0.232100406,0,No issues detected
4054,100,0,2.41,2.41,1.29,1.29,0,0,0.225531886,0,No issues detected
4055,100,0,1.46,1.46,1.02,1.01,0,0,0.234522185,0,No issues detected
4056,100,0,3.62,3.62,1.04,1.03,0,0,0.232657449,0,No issues detected
4057,100,0,4.39,4.39,0.92,0.92,0,0,0.233546124,0,No issues detected
4058,100,0,1.1,1.1,1,1,0,0,0.235544643,0,No issues detected
4059,100,0,0,0,0.78,0.5,0,0,0.224929834,0,No issues detected
4060,100,0,5.71,1,1,1,7,0,0.225473684,0,No issues detected
4061,99.12,3,27.77,4.5,1.01,1,0,0,0.184455096,0,No issues detected
4062,100,0,2.03,1.09,1,1,1,0,0.234018976,0,No issues detected
4063,100,0,2.03,1.09,1,1,1,0,0.234018976,0,No issues detected
4064,100,0,24.17,8.8,0.82,1,0,0,0.20796096,0,No issues detected
4065,100,1,2,1,1,1,1,0,0.232762349,0,No issues detected
4066,100,1,2,2,1,1,1,0,0.232469686,0,No issues detected
4067,100,0,4.64,5.75,1,1,0,0,0.235096032,0,No issues detected
4068,100,0,12.89,15.46,1.8,1.4,0,0,0.212637893,0,No issues detected
4069,97.67,0,18.84,1,1.06,1,0,0,0.207483322,0,No issues detected
4070,97.67,0,13.88,1,1.05,1,0,0,0.218149971,0,No issues detected
4071,100,0,4.22,1,0.9,1,0,0,0.234064978,0,No issues detected
4072,100,0,26.22,14.1,0.9,1,0,0,0.197652755,0,No issues detected
4073,96.03,4,9.82,46.16,1.24,1.4,634,4,-0.081823794,1,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
4074,97.92,0,13.91,33.58,0.87,1.07,648,4,-0.083770057,1,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
4075,100,0,1.66,0,1.41,1,0,0,0.231809478,0,No issues detected
4076,100,0,8.33,10,6,1,0,0,0.146809015,0,No issues detected
4077,100,0,7.5,11.2,1.33,1,0,0,0.229549668,0,No issues detected
4078,100,0,2.94,2.23,1,1,0,0,0.234081165,0,No issues detected
4079,100,0,5.71,1,1,1,100,0,0.091134484,0,No issues detected
4080,100,0,1.74,2.03,1,1,34,0,0.177374886,0,No issues detected
4081,100,0,1.74,2.03,1,1,0,0,0.235055743,0,No issues detected
4082,100,0,10.22,4,1,1,0,0,0.229013879,0,No issues detected
4083,100,0,10.04,4,1,1,0,0,0.229716874,0,No issues detected
4084,100,0,34,16.33,1.17,1.1,0,0,0.175958508,0,No issues detected
4085,100,0,2.34,42,1,0.33,0,0,0.22270071,0,No issues detected
4086,100,0,25.26,40,1.06,3,0,0,0.176164369,0,No issues detected
4087,100,3,0.01,8,1.03,1,0,0,0.228970415,0,No issues detected
4088,100,3,0.01,8,0.97,1,0,0,0.22921824,0,No issues detected
4089,100,0,13.64,45,1.38,1,0,0,0.218207653,0,No issues detected
4090,99.12,3,35.81,1,1.02,1,0,0,0.166544732,0,No issues detected
4091,100,0,15,30,1,1,0,0,0.22386923,0,No issues detected
4092,100,0,12.5,33,1,1,0,0,0.224484614,0,No issues detected
4093,100,0,4.4,1,0.91,1,0,0,0.233494833,0,No issues detected
4094,100,0,71.13,28.93,0.67,0.88,0,0,0.119370734,0,No issues detected
4095,100,20,4.79,112,1.07,5,5,3,0.079251459,0,No issues detected
4096,100,0,2.18,0,1.03,1,0,0,0.23533522,0,No issues detected
4097,100,0,0.01,1,0.97,1,0,0,0.235310321,0,No issues detected
4098,50,41,6.27,41.25,0.91,-1.6,0,0,-0.053404795,1,No issues detected
4099,100,0,75,30,0.31,1,0,0,0.124512301,0,No issues detected
4100,97.67,0,9.9,1,1.08,1,0,0,0.22139971,0,No issues detected
4101,100,0,49.4,21.33,1.67,1.04,0,0,0.145089317,0,No issues detected
4102,100,5,9.64,7.3,0.92,2.22,0,0,0.204782405,0,No issues detected
