,(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters,scores,anomaly,warning
1486,100,0,8.84,1,1.12,1,0,0,0.231910642,0,No issues detected
1487,100,0,1.99,2,1,1,0,0,0.234583343,0,No issues detected
1488,100,16,0.08,16,0.92,1,0,0,0.209402315,0,No issues detected
1489,100,0,0.07,13.33,0.89,1,0,0,0.234188922,0,No issues detected
1490,100,16,0.07,16,0.87,1,0,0,0.209402315,0,No issues detected
1491,100,0,5.62,6.88,1.24,-2,0,0,0.173835009,0,No issues detected
1492,100,0,0,0.19,0.79,0.84,1,0,0.229361172,0,No issues detected
1493,100,0,0,1,1,1,0,0,0.234998342,0,No issues detected
1494,100,0,0,1,1,1,0,0,0.234998342,0,No issues detected
1495,100,10,1.32,19.5,0.91,-0.24,0,0,0.190918477,0,No issues detected
1496,96.43,0,48.79,210,1.06,0.82,1,3,0.069747139,0,No issues detected
1497,100,1,12.23,10.6,1.19,2.5,0,0,0.204781199,0,No issues detected
1498,100,0,0.62,0.95,1,0.79,0,0,0.231981743,0,No issues detected
1499,100,0,7.77,10,0.98,1,0,0,0.231788479,0,No issues detected
1500,100,0,23.7,185.71,1,1,0,3,0.135303181,0,No issues detected
1501,100,0,5.56,6.25,1.5,1.11,1,0,0.226532512,0,No issues detected
1502,100,0,7.11,3.54,1,1.08,1,0,0.229657212,0,No issues detected
1503,100,0,10.99,9.8,0.96,0.45,0,0,0.220648236,0,No issues detected
1504,100,0,3.34,12.5,1.55,0.29,0,0,0.225473783,0,No issues detected
1505,100,0,3.34,12.5,1.55,0.29,0,0,0.225473783,0,No issues detected
1506,100,0,4.74,58,0.98,1,0,0,0.226343381,0,No issues detected
1507,100,0,1.04,15,0.97,1,0,0,0.233742796,0,No issues detected
1508,100,0,15.76,5,0.9,1,0,0,0.221036778,0,No issues detected
1509,100,0,19.1,5,0.9,1,0,0,0.215059276,0,No issues detected
1510,96.43,0,6.74,7.44,0.97,0.98,0,0,0.21647143,0,No issues detected
1511,100,0,1.27,24,1.13,1,0,0,0.232120794,0,No issues detected
1512,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1513,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
1514,100,0,0,0,0.86,1,0,0,0.234269658,0,No issues detected
1515,100,0,2.55,4.42,1.15,2.38,0,0,0.215570802,0,No issues detected
1516,100,0,2,10,0.99,1,0,0,0.234370124,0,No issues detected
1517,100,0,4,13.33,1,0.92,0,0,0.235397327,0,No issues detected
1518,100,0,1.38,15.75,1,1,0,0,0.23429856,0,No issues detected
1519,100,0,4.82,4,1.78,2,0,0,0.215371789,0,No issues detected
1520,100,0,8.16,6.07,1.64,1,0,0,0.225298958,0,No issues detected
1521,80,101,0.02,5,2.03,1,0,0,0.001777314,0,No issues detected
1522,80,82,0.03,5,1.46,1,0,0,0.037368654,0,No issues detected
1523,100,0,5.78,7,1,0.83,0,0,0.230765965,0,No issues detected
1524,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1525,100,0,4.95,20,1,1,0,0,0.232036801,0,No issues detected
1526,100,0,4.4,8,1,1,0,0,0.235707427,0,No issues detected
1527,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
1528,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
1529,100,0,136,4,1,1,0,0,0.090577218,0,No issues detected
1530,100,0,10,4,1,1,0,0,0.229716874,0,No issues detected
1531,100,0,8.73,56,0.97,1,1,0,0.223277779,0,No issues detected
1532,100,60,1.25,15.33,1.02,1,0,0,0.142988778,0,No issues detected
1533,100,0,1.97,1.6,-0.9,10,8,0,0.0955757,0,No issues detected
1534,100,0,9,28,1.08,5,0,0,0.191629149,0,No issues detected
1535,100,0,4.51,4,0.89,1,0,0,0.234507672,0,No issues detected
1536,100,0,2.5,3.33,1,1.07,0,0,0.231241123,0,No issues detected
1537,100,0,4.21,3.33,1,1.07,0,0,0.232051206,0,No issues detected
1538,100,0,3.69,37.33,1.1,-3,0,0,0.170584356,0,No issues detected
1539,85.71,16,12.2,63,0.95,2,1,0,0.101000691,0,No issues detected
1540,100,2,4,16,1.07,4,0,0,0.201885091,0,No issues detected
1541,100,0,3.71,1,1.09,1,0,0,0.235237481,0,No issues detected
1542,100,0,8,2,1,1,0,0,0.233249863,0,No issues detected
1543,100,0,1.43,2,3.5,1,0,0,0.202256267,0,No issues detected
1544,96.97,0,10.94,10,0.91,1,0,0,0.217686623,0,No issues detected
1545,100,0,1,2.25,1,1,0,0,0.235254596,0,No issues detected
1546,100,0,0.77,8,1,1,0,0,0.233062652,0,No issues detected
1547,100,0,1,1,1,1,1,0,0.234691454,0,No issues detected
1548,100,0,6.44,2.86,1.29,0.88,1,0,0.22687361,0,No issues detected
1549,100,0,13,4.53,1.29,0.79,1,0,0.220365333,0,No issues detected
1550,100,0,9.67,4.25,0.96,0.89,0,0,0.229875715,0,No issues detected
1551,100,0,3.34,12.5,1.55,0.29,0,0,0.225473783,0,No issues detected
1552,100,0,3.34,12.5,1.55,0.29,0,0,0.225473783,0,No issues detected
1553,100,0,6.39,52,0.97,2,0,0,0.216946158,0,No issues detected
1554,100,0,4,20,1,1,0,0,0.232673887,0,No issues detected
1555,100,0,1,1,1.13,1,17,0,0.19982976,0,No issues detected
1556,100,0,6,40,1.16,1,0,0,0.229351916,0,No issues detected
1557,100,0,11.2,11.2,1,1,0,0,0.227436479,0,No issues detected
1558,100,0,4,4,1,1,0,0,0.234826898,0,No issues detected
1559,100,0,1.3,2,1.04,0.75,0,0,0.232253289,0,No issues detected
1560,100,0,3.11,9,0.95,1,0,0,0.233011369,0,No issues detected
1561,100,0,3.26,20,1,1,0,0,0.232604093,0,No issues detected
1562,100,0,3.26,20,1,1,0,0,0.232604093,0,No issues detected
1563,100,0,3.26,20,1,1,0,0,0.232604093,0,No issues detected
1564,100,0,3.26,20,1,1,0,0,0.232604093,0,No issues detected
1565,100,0,1.51,2,1,1,0,0,0.234522185,0,No issues detected
1566,99.78,0,0,0,1.23,4,0,0,0.200596582,0,No issues detected
1567,100,0,0.69,12.5,1.03,1,0,0,0.233500238,0,No issues detected
1568,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
1569,100,0,2.73,2,1,1,0,0,0.234081165,0,No issues detected
1570,100,0,9.08,14,0.93,1,1,0,0.228562381,0,No issues detected
1571,100,0,9.11,15.62,0.85,0.93,0,0,0.228767471,0,No issues detected
1572,100,0,0.25,0.84,1,1,0,0,0.234611044,0,No issues detected
1573,100,0,0.25,0.8,1,1,0,0,0.234611044,0,No issues detected
1574,100,218,1.09,1,1.09,1,0,0,0.016694885,0,No issues detected
1575,100,0,3.96,1.57,1,1,0,0,0.235016414,0,No issues detected
1576,100,0,1.5,1.5,1,1,0,0,0.234522185,0,No issues detected
1577,100,0,1.8,1,0.83,1,0,0,0.23387413,0,No issues detected
1578,100,0,1.27,15,0.98,1,0,0,0.233742796,0,No issues detected
1579,100,0,9.38,22.14,0.82,0.88,0,0,0.229003587,0,No issues detected
1580,100,0,0,0,1.07,0.5,0,0,0.226747586,0,No issues detected
1581,100,2,31.54,8.82,1.25,0.79,0.05,0,0.175652187,0,No issues detected
1582,100,0,6.97,6.94,2.28,1.33,0,0,0.209365836,0,No issues detected
1583,90,0,0.53,14,1.29,1,0,0,0.187930086,0,No issues detected
1584,100,0,5.03,24.47,1.05,1,2,0,0.230840723,0,No issues detected
1585,100,0,4.85,1,1.12,1,0,0,0.234501748,0,No issues detected
1586,25,176,5.16,4,0.97,-0.06,0,0,-0.178760287,1,No issues detected
1587,100,0,2.08,15,1,1,0,0,0.23474054,0,No issues detected
1588,100,0,13.54,5.46,1.3,1.43,0,0,0.216650014,0,No issues detected
1589,90,0,0.4,14,1.2,1,0,0,0.18905237,0,No issues detected
1590,100,0,4.99,25,0.85,1,0,0,0.233898644,0,No issues detected
1591,100,0,10,10,1,1,52,0,0.14574585,0,No issues detected
1592,100,0,10,10,1,1,50,0,0.15262769,0,No issues detected
1593,100,0,10,10,1,1,53,0,0.14574585,0,No issues detected
1594,100,3,4.56,51.7,0.96,0.67,0,0,0.219948955,0,No issues detected
1595,100,2,3.02,24.94,0.99,0.85,0,0,0.227846311,0,No issues detected
1596,100,0,4.55,0.2,0.95,32.56,0,0,0.024016481,0,No issues detected
1597,100,0,0.3,0.39,1.02,1,0,0,0.236469156,0,No issues detected
1598,100,0,9.6,3,1.02,1,0,0,0.231348251,0,No issues detected
1599,100,0,0.98,25,0.99,1,0,0,0.233648501,0,No issues detected
1600,100,0,9.85,10,1,1,0,0,0.228795373,0,No issues detected
1601,100,0,0.36,0.67,1,1,0,0,0.234611044,0,No issues detected
1602,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1603,100,0,3.61,3,1,1,0,0,0.233003565,0,No issues detected
1604,100,0,10.58,19.58,1.12,1.09,38,0,0.164094356,0,No issues detected
1605,100,13,1.02,10,0.76,1,0,0,0.215881729,0,No issues detected
1606,100,0,2.2,3.43,0.87,0.88,12,0,0.207871403,0,No issues detected
1607,100,0,7.45,7.45,1,1,0,0,0.23292075,0,No issues detected
1608,100,3,3.16,75.37,1.15,11,0,0,0.096407759,0,No issues detected
1609,100,0,2.57,91.5,0.96,0.36,0,0,0.202374817,0,No issues detected
1610,100,0,21.35,21.35,1,1,0,0,0.21171275,0,No issues detected
1611,100,0,10,10,1,1,53,0,0.14574585,0,No issues detected
1612,100,0,2.5,4,1,1,2.5,0,0.231694298,0,No issues detected
1613,100,0,1.17,66.25,1.01,1,0,0,0.222805008,0,No issues detected
1614,100,0,1.02,32.5,1.01,1,0,0,0.231329969,0,No issues detected
1615,100,0,12.14,12,1.19,1.8,0,0,0.217965958,0,No issues detected
1616,100,0,12.04,12,1.15,1.04,0,0,0.225361516,0,No issues detected
1617,100,0,13.33,2,1,1,0,0,0.225979188,0,No issues detected
1618,95,0,2.27,27.54,0.89,0.46,0,0,0.200692691,0,No issues detected
1619,96.43,0,3.14,67.67,0.96,0.42,0,0,0.197087091,0,No issues detected
1620,100,0,13.04,40.33,1.11,1,11,0,0.205004736,0,No issues detected
1621,100,0,3.32,54.9,1.12,8,0,0,0.130905167,0,No issues detected
1622,100,0,3.21,42.29,1.71,1.91,0,0,0.213232588,0,No issues detected
1623,100,0,0.2,0.13,1,1,0,0,0.236469156,0,No issues detected
1624,92.86,0,3.01,40.62,0.85,0.62,0,0,0.191698056,0,No issues detected
1625,100,0,7.8,65.25,1,1,0,0,0.220207262,0,No issues detected
1626,100,0,5.56,55,1,1.25,0,0,0.22406526,0,No issues detected
1627,100,2,80,12,1,1,0,0,0.126378322,0,No issues detected
1628,100,0,3.04,9.45,1.57,1,0,0,0.230941253,0,No issues detected
1629,100,0,9,9,1,1,0,0,0.231933867,0,No issues detected
1630,100,0,9,9,1,1,0,0,0.231933867,0,No issues detected
1631,100,0,3.4,74.93,1.02,0.2,0,0,0.205978299,0,No issues detected
1632,100,0,1.99,0.93,1.47,-1,0,0,0.19633483,0,No issues detected
1633,100,0,4.01,39.42,1,0.53,0,0,0.224339561,0,No issues detected
1634,100,0,0.58,4,1.14,-0.27,5,0,0.196137252,0,No issues detected
1635,100,0,4,9,1,1,1,0,0.233594723,0,No issues detected
1636,85.71,11,25.37,87,1.02,3,1,0,0.066163472,0,No issues detected
1637,100,0,9.46,5.97,0.97,0.88,0,0,0.230279776,0,No issues detected
1638,100,0,10.56,24,0.81,0.5,0,0,0.218359118,0,No issues detected
1639,100,0,15.62,9,1,1,0,0,0.223664626,0,No issues detected
1640,100,0,9,9,1,1,0,0,0.231933867,0,No issues detected
1641,100,0,279.27,0,1.06,2,0,0,0.026834426,0,No issues detected
1642,100,0,0.61,3,0.84,1,8,0,0.222307086,0,No issues detected
1643,100,2,9.75,228.98,0.92,1.4,0,3,0.123943705,0,No issues detected
1644,100,0,4.91,11.13,0.97,0.89,0,0,0.232458801,0,No issues detected
1645,100,0,11.11,23.5,1,1,0,0,0.224771938,0,No issues detected
1646,100,0,39.33,20,1.5,1,0,0,0.166912444,0,No issues detected
1647,100,15,1.84,19.11,0.98,-0.05,0,0,0.189049076,0,No issues detected
1648,100,15,1.68,172,1,1,0,3,0.137774608,0,No issues detected
1649,100,5,1.68,56.21,1.03,3.5,0,0,0.188615798,0,No issues detected
1650,100,0,3.34,12.5,1.55,0.29,0,0,0.225473783,0,No issues detected
1651,100,0,6.63,66,1,1,0,0,0.22055289,0,No issues detected
1652,100,0,7.43,63,1.05,1,0,0,0.220435595,0,No issues detected
1653,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
1654,100,0,2.08,7.2,1.13,0.71,0,0,0.231523931,0,No issues detected
1655,100,0,2.18,9,1,1,0,0,0.235613054,0,No issues detected
1656,100,0,8.87,10.89,1,1,4,0,0.225374753,0,No issues detected
1657,95.45,0,25,13.98,1,0.98,3,0,0.187129982,0,No issues detected
1658,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1659,100,0,3,3,1,1,0,0,0.232884778,0,No issues detected
1660,100,0,10.89,30,0.89,-0.33,0,0,0.204806694,0,No issues detected
1661,100,16,0.08,16,0.92,1,0,0,0.209402315,0,No issues detected
1662,100,0,1.02,115.2,1,-2.5,0,3,0.129296177,0,No issues detected
1663,100,0,3.81,20,5.25,2,2,0,0.140298386,0,No issues detected
1664,100,0,4.48,6,0.96,1,0,0,0.235383538,0,No issues detected
1665,100,0,0.45,162,1,-0.25,0,3,0.135457947,0,No issues detected
1666,100,0,1.78,204,0.99,3,0,3,0.120011175,0,No issues detected
1667,100,0,4,24,1,0.19,5,0,0.21348519,0,No issues detected
1668,100,0,2.44,15,0.98,1,0,0,0.233789815,0,No issues detected
1669,100,0,6.74,15,0.99,1,0,0,0.231504481,0,No issues detected
1670,100,0,2.03,15,1,1,0,0,0.234620129,0,No issues detected
1671,100,0,4.53,15,0.95,1,0,0,0.233196208,0,No issues detected
1672,100,0,2.22,237,1.79,1,0,3,0.107304309,0,No issues detected
1673,100,0,4.5,5.38,2,0.94,0,0,0.2211798,0,No issues detected
1674,100,0,0.05,0.85,1.11,-12,1,0,0.12017387,0,No issues detected
1675,100,0,23.2,1,1,1,0,0,0.208009374,0,No issues detected
1676,100,0,22.65,76.5,1.54,1.2,1,0,0.182380431,0,No issues detected
1677,100,0,1.1,0.79,0.85,0.9,0,0,0.23214753,0,No issues detected
1678,100,0,17.36,23.25,1.39,2,0,0,0.197665875,0,No issues detected
1679,100,0,2.07,15,0.95,1,0,0,0.233876793,0,No issues detected
1680,100,0,4.93,15,1,1,0,0,0.233951906,0,No issues detected
1681,100,0,2.01,15,0.97,1,0,0,0.234798435,0,No issues detected
1682,100,0,2.45,15.42,1,1,0,0,0.233380263,0,No issues detected
1683,100,0,2.33,15,1.01,1,0,0,0.235081708,0,No issues detected
1684,100,0,1.92,15,0.97,1,0,0,0.234798435,0,No issues detected
1685,100,0,10.58,15,0.86,1,0,0,0.225176776,0,No issues detected
1686,100,0,5.41,15,0.97,1,0,0,0.231961639,0,No issues detected
1687,100,0,1.33,92.67,0.9,2,0,0,0.196720272,0,No issues detected
1688,100,0,5.28,66.65,0.95,1,0,0,0.222373222,0,No issues detected
1689,100,0,4.43,9.75,1.12,1.33,1,0,0.229069375,0,No issues detected
1690,100,0,3.24,7.33,1.44,1.8,1,0,0.221812539,0,No issues detected
1691,100,9,9.07,39.17,1.01,1.09,0,0,0.216067248,0,No issues detected
1692,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1693,100,0,10.24,10.24,1,1,186,4,0.040791677,0,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
1694,100,0,0,0,1.64,1.6,0,0,0.220011383,0,No issues detected
1695,96.88,0,0,0,1.25,1.5,0,0,0.209949444,0,No issues detected
1696,100,0,0,1,1,1,0,0,0.234998342,0,No issues detected
1697,75,25,4.97,31.94,1.02,-2.29,0,0,0.019469927,0,No issues detected
1698,100,0,6.22,1,1,1,0,0,0.234171903,0,No issues detected
1699,100,0,6.22,4.06,1.22,1.02,0,0,0.230957062,0,No issues detected
1700,100,0,8.04,3.15,0.89,0.92,0,0,0.229770399,0,No issues detected
1701,100,0,4,3,1.86,1,0,0,0.223101399,0,No issues detected
1702,100,0,2.98,1.25,0.98,1,0,0,0.233144342,0,No issues detected
1703,100,0,10,10,1,1,52,0,0.14574585,0,No issues detected
1704,100,0,10,10,1,1,55,0,0.139906495,0,No issues detected
1705,100,0,10,10,1,1,55,0,0.139906495,0,No issues detected
1706,100,0,10,10,1,1,53,0,0.14574585,0,No issues detected
1707,100,0,10,10,1,1,53,0,0.14574585,0,No issues detected
1708,100,0,2.25,4.5,1,1,2,0,0.234194531,0,No issues detected
1709,100,0,1.08,42,1.02,1,0,0,0.230853886,0,No issues detected
1710,100,0,6.07,6.67,1,1,43,0,0.168165982,0,No issues detected
1711,100,10,8.07,36.36,1,1,0,0,0.21672716,0,No issues detected
1712,100,0,7.03,41.67,0.99,0.86,0,0,0.228389338,0,No issues detected
1713,100,0,4.38,5.09,0.96,1,0,0,0.235383538,0,No issues detected
1714,100,173,11.24,10,1,1,0,0,0.020449134,0,No issues detected
1715,100,0,12.86,10,1,9,0,0,0.127215061,0,No issues detected
1716,100,0,5.3,22.38,1,0.59,0,0,0.227420711,0,No issues detected
1717,100,0,9.3,9.36,1,1,0,0,0.230539462,0,No issues detected
1718,96.43,1,92.94,107.27,1,3.67,1,3,0.03885929,0,No issues detected
1719,100,0,5.76,41.76,0.98,1,0,0,0.23114882,0,No issues detected
1720,100,0,0.6,10,1.18,0.1,0,0,0.216277681,0,No issues detected
1721,100,0,1.02,19,1.03,0.63,0,0,0.228214061,0,No issues detected
1722,100,0,0.38,12,1.01,0.11,0,0,0.217362069,0,No issues detected
1723,100,0,0,0,1,1,0,0,0.234192172,0,No issues detected
1724,100,0,1.41,8.25,1.02,1,0,0,0.233977429,0,No issues detected
1725,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1726,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1727,100,0,5.76,26.37,0.78,0.42,0,0,0.220363337,0,No issues detected
1728,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1729,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1730,100,3,10.67,13.51,1.01,1,0,0,0.22109653,0,No issues detected
1731,100,2,64,20,1,1,0,0,0.129507977,0,No issues detected
1732,100,0,1.05,2,0.82,1,0,0,0.233373104,0,No issues detected
1733,100,0,1.91,2,0.82,1,0,0,0.233582512,0,No issues detected
1734,100,0,3.04,9.45,1.57,1,0,0,0.230941253,0,No issues detected
1735,100,0,5.13,140,0.97,0.4,0,3,0.167461471,0,No issues detected
1736,100,0,3.81,280,0.95,0.5,0,3,0.089051089,0,No issues detected
1737,100,0,2.2,50,1,1,0,0,0.227829552,0,No issues detected
1738,100,0,3,12.48,1,0.63,0,0,0.232051589,0,No issues detected
1739,100,0,0.4,6.5,1,1,0,0,0.233389329,0,No issues detected
1740,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1741,100,0,9.31,20,0.97,1,0,0,0.229123867,0,No issues detected
1742,100,0,4.44,14.33,0.99,1,0,0,0.234565566,0,No issues detected
1743,100,0,8.61,22.5,0.82,1,0,0,0.231125646,0,No issues detected
1744,94.12,0,17.54,17.54,1.2,1.2,0,0,0.185833505,0,No issues detected
1745,100,0,10.99,42,1.08,1,0,0,0.226046686,0,No issues detected
1746,100,0,10.94,42,1.06,1,0,0,0.226046686,0,No issues detected
1747,100,0,0.69,8,1,1,0,0,0.233062652,0,No issues detected
1748,100,0,8.85,32,0.87,1,1,0,0.228950772,0,No issues detected
1749,100,0,1.4,2.17,1.67,1,0,0,0.223609608,0,No issues detected
1750,98.39,0,5.38,35.33,1.2,3,0,0,0.191262791,0,No issues detected
1751,100,0,4.53,26.21,1.02,1,0,0,0.2326896,0,No issues detected
1752,100,0,4,24,1,1,0,0,0.232060529,0,No issues detected
1753,100,0,8.71,0,1.03,2.29,0,0,0.214558034,0,No issues detected
1754,100,0,0,0,0.97,0.9,0,0,0.23380098,0,No issues detected
1755,100,115,1.25,8.63,1.07,-0.31,0,0,0.052031416,0,No issues detected
1756,100,183,1.19,50.5,1.08,-0.05,0,0,0.00023335,0,No issues detected
1757,100,0,7.7,0,1.08,-0.27,187,4,0.014935839,0,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
1758,100,0,6.93,0,1,0.25,1,0,0.221662185,0,No issues detected
1759,97.5,0,7.7,0,0.93,-0.46,28,0,0.138511052,0,No issues detected
1760,100,0,7.7,0,0.85,-0.5,187,4,0.008999204,0,Your Delivered Defects value looks very high compared to normal (atleast 43 times higher)
1761,100,0,463.99,0,1.27,5,0,0,-0.035798375,1,No issues detected
1762,100,14,90.77,50,0.8,0.6,4,0,0.058771918,0,No issues detected
1763,100,0,10,6,0.53,0.98,0,0,0.224387675,0,No issues detected
1764,100,0,10.78,20.33,0.75,1,0,0,0.227675514,0,No issues detected
1765,100,0,4.64,8.01,1.56,1.08,0,0,0.229140626,0,No issues detected
1766,100,0,2.43,1,5.38,1,11,0,0.138998103,0,No issues detected
1767,100,0,3.2,1,7.63,1,9,0,0.107140701,0,No issues detected
1768,100,0,42.29,169.63,1.03,1.45,0,3,0.095579953,0,No issues detected
1769,100,0,0,0,1,1,5,0,0.228551091,0,No issues detected
1770,100,0,1.42,9.33,1.03,1,0,0,0.232713105,0,No issues detected
1771,100,0,1.38,109.76,1.05,1.64,0,0,0.192854587,0,No issues detected
1772,100,0,2.2,2.2,1,1,0,0,0.235044976,0,No issues detected
1773,96.1,2,3.47,7.5,0.99,1,5,0,0.207458391,0,No issues detected
1774,100,0,5.83,3.78,1,0.98,2,0,0.230445315,0,No issues detected
1775,88.89,0,3.67,41.75,1,1,0,0,0.19156938,0,No issues detected
1776,100,0,5.05,5.16,1,1,0,0,0.235096032,0,No issues detected
1777,100,0,11,5.14,1,1,0,0,0.22805335,0,No issues detected
1778,100,0,1.33,3.5,0.55,0.5,0,0,0.220167457,0,No issues detected
1779,80,54,0.04,4,1.18,1,0,0,0.068216622,0,No issues detected
1780,100,44,0.04,4,1.15,1,0,0,0.158816539,0,No issues detected
1781,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1782,100,0,6.98,10,1.14,1,0,0,0.230005615,0,No issues detected
1783,100,0,4.4,28.7,1,0.93,0,0,0.232889275,0,No issues detected
1784,100,0,7.33,25,1.26,1,0,0,0.225399792,0,No issues detected
1785,100,0,1.5,0,1,1.1,0,0,0.233587968,0,No issues detected
1786,100,0,1.97,11,0.66,1,8,0,0.223109973,0,No issues detected
1787,100,0,5.71,5.71,1,1,0,0,0.233439381,0,No issues detected
1788,100,0,6.47,4.91,1,1,0,0,0.233033518,0,No issues detected
1789,100,0,7.54,7.54,1,1,0,0,0.23292075,0,No issues detected
1790,100,0,0.2,0.13,1,1,0,0,0.236469156,0,No issues detected
1791,100,0,2.01,41.5,1.17,0.67,29,0,0.178862286,0,No issues detected
1792,100,0,2.3,18.64,0.81,1.57,0,0,0.228800896,0,No issues detected
1793,100,0,6.93,16.5,1.14,1.43,0,0,0.226406743,0,No issues detected
1794,100,0,1.5,0,1,1.1,0,0,0.233587968,0,No issues detected
1795,100,0,5.03,3,1,10,0,0,0.122661201,0,No issues detected
1796,100,0,3.86,3,1,1.11,0,0,0.231786068,0,No issues detected
1797,100,0,3.68,2.5,1,1,0,0,0.234947146,0,No issues detected
1798,100,0,2.42,30,0.99,0.82,68,0,0.110007915,0,No issues detected
1799,100,0,12.37,36,1,1,0,0,0.226261702,0,No issues detected
1800,100,16,2.61,39.6,1.07,1.11,0,0,0.207386838,0,No issues detected
1801,96.43,52,20.77,3,0.89,1,0,0,0.10321609,0,No issues detected
1802,96.43,302,20.2,2,0.9,1,0,0,-0.041107836,1,No issues detected
1803,100,0,7.22,50.92,1.28,0.47,0,0,0.217553011,0,No issues detected
1804,100,0,3.63,7.2,0.62,0.71,0,0,0.228113077,0,No issues detected
1805,100,0,2.11,18,1,1,0,0,0.232232804,0,No issues detected
1806,100,0,16,21.33,1,1,0,0,0.220521925,0,No issues detected
1807,100,0,32,18,1,1,10,0,0.168888871,0,No issues detected
1808,100,0,2,2,1,1,0,0,0.234583343,0,No issues detected
1809,100,0,5.31,15,0.93,1,0,0,0.230909684,0,No issues detected
1810,100,0,5.29,15,0.94,1,0,0,0.232273996,0,No issues detected
1811,100,0,0.98,15,0.96,1,0,0,0.233742796,0,No issues detected
1812,100,0,9.96,15,1,1,0,0,0.228281144,0,No issues detected
1813,100,0,2.53,15.42,0.87,1,0,0,0.232729906,0,No issues detected
1814,100,0,1.9,15,0.96,1,0,0,0.234798435,0,No issues detected
1815,100,0,2,4.77,1,1,0,0,0.235275325,0,No issues detected
1816,100,0,1.56,30,1,1,0,0,0.231656035,0,No issues detected
1817,100,0,5,7,1,1,0,0,0.235096032,0,No issues detected
1818,100,0,2.69,4,1,1,3,0,0.231574475,0,No issues detected
1819,100,0,25.38,8,1.04,1,3,0,0.202212897,0,No issues detected
1820,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1821,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1822,100,0,20.12,7.75,5.67,2.51,20,0,0.073506112,0,No issues detected
1823,100,0,4.82,79.56,1,1,1,0,0.213726202,0,No issues detected
1824,100,1,5.9,1,1,1,0,0,0.2314535,0,No issues detected
1825,100,0,3.96,9.17,0.92,1,0,0,0.234219695,0,No issues detected
1826,100,0,4.38,5.09,0.96,1,0,0,0.235383538,0,No issues detected
1827,100,0,4.38,5.09,0.96,1,0,0,0.235383538,0,No issues detected
1828,100,0,7.77,8.42,1,1,0,0,0.232701229,0,No issues detected
1829,100,0,1,1,1,1,0,0,0.235544643,0,No issues detected
1830,100,0,13.33,11.1,0.75,0.83,0,0,0.222444492,0,No issues detected
1831,100,0,1.18,8.29,0.99,0.82,1,0,0.229516404,0,No issues detected
1832,100,0,3.77,1.57,1,1,1,0,0.232953211,0,No issues detected
1833,100,0,21,84,0.5,2,0,0,0.1667892,0,No issues detected
1834,102.04,0,4.9,15.45,0.97,0.92,0,0,0.225440149,0,No issues detected
1835,100,0,3.62,6.5,1,1,0,0,0.234504904,0,No issues detected
1836,100,0,0.23,1,1,1,0,0,0.234998342,0,No issues detected
1837,100,0,1.01,6.75,1,2,0,0,0.224354979,0,No issues detected
1838,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
1839,100,0,10,10,1,1,0,0,0.228795373,0,No issues detected
1840,100,23,4.85,40,1.16,7,0,0,0.104260321,0,No issues detected
1841,100,0,9.63,13,1.02,1.33,2,0,0.22668899,0,No issues detected
1842,100,0,1.68,10.59,1.19,0.89,3,0,0.227419929,0,No issues detected
1843,100,5,3.93,5.54,1.86,2.69,2,0,0.190562694,0,No issues detected
1844,100,0,4.38,5,1,0.86,0,0,0.234200027,0,No issues detected
1845,100,0,2.19,1,59,1,8,0,0.025538394,0,No issues detected
1846,100,0,15.09,319,0.96,0.5,0,3,0.072347486,0,No issues detected
1847,100,0,20.9,152.43,1.11,2.33,2,3,0.116673221,0,No issues detected
1848,100,0,10.99,42,1.05,1,0,0,0.226046686,0,No issues detected
1849,100,0,1,2.8,1,1,0,0,0.235254596,0,No issues detected
1850,100,0,0.89,8,1,1,0,0,0.233062652,0,No issues detected
1851,100,0,1,1,1,1,1,0,0.234691454,0,No issues detected
1852,100,0,2,1,1,1,1,0,0.234018976,0,No issues detected
1853,100,0,1,1,1,1,1,0,0.234691454,0,No issues detected
1854,100,0,1.38,4.56,1,0.81,1,0,0.229516404,0,No issues detected
